,tweet,label,prediksi
1024,"Gak usah lagi sebut sebut ganjar sebagai capres deh, ganti pembandingnya hanya Prabowo saja, biar dia tenggelam dengan sendirinya🤣😀😂",2,neutral
1025,Apa harus pak @aniesbaswedan yg maju?,1,positif
1026,"Kalau ngomong kayak yg cerdas, waktu jadi gubernur apa yg kau lakukan utk transportasi di DKI ?

https://t.co/OD5jrbvUqQ

Bacapres Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan mengatakan transportasi umum seharusnya tidak hanya memikirkan profit saja.",0,negatif
1027,"Anies Baswedan kalau di Bandingkan dengan Prabowo udah jelas bisa dipastikan Akan Unggul Anies, karena Para Pendukung militan Prabowo pada Pilpres yang lalu sudah menjatuhkan pilihannya kepada @aniesbaswedan , cukup 1 saja sebagai pembandingnya.
#AniesPresiden2024",2,neutral
1028,Sebodoh pendukungnya,0,negatif
1029,Betul kawan ....sangat sangat se7..... di kota dan desa sama saja...judi online marak,0,negatif
1030,Jika Anies Baswedan-Ganjar  suara akan tetap memilih jika Ganjar- Anies Suara ANIES BASWEDAN lari ke Prabowo,2,neutral
1031,Betul Nies....para pemimpin kita kehilangannya Marwah....🥲🇮🇩🇮🇩🇮🇩,1,positif
1032,Salut sama keteguhan sikap @aniesbaswedan dan koalisinya.,1,positif
1033,"Perubahan sangat dinanti masyarakat
Horas horas horas",1,positif
1034,Orang korup tidak bermanfaat bagi negeri ini.,1,positif
1035,Tapi bukan pebinor juga kali,0,negatif
1036,"@fadlizon 
@ganjarpranowo 
@prabowo 
@aniesbaswedan 
@jokowi 

Mau sampai kapan?",0,negatif
1037,Mengapa ada orang yg tidak suka hal2 yg baik ?,0,negatif
1038,Betul Bu... Apa sih emang kerjaan pak @aniesbaswedan sekarang... Ngga urus Jakarta apa? Sampai batuk batuk itu ibu kita ini,1,positif
1039,Setelah @psi_id masuk ke barisan @prabowo itu hanya bikin tamat.dan akan menjadi capres seumur hidup.. pemilih Islam 90 %pilih @aniesbaswedan ..,0,negatif
1040,Nih tukqng ngibul asli,1,positif
1041,Gembira saja ya pak Anies. ..,1,positif
1042,"@sandiuno gak jelas ? Dia ngomong pro ""Keberlanjutan"" sementara @aniesbaswedan pro ""Perubahan"". Mestinya anda tegak lurus dg P. Jokowi. Dukung Prabowo.",0,negatif
1043,"Aturan main nya ky gmna bwang, spil dong😁",1,positif
1044,"Pernyataan Anies Baswedan menolak secara diplomatis, dan yg harus digaris bawahi pernyataan ini muncul dari siapa, aleg dapilnya di mana, bisa jadi kalau Anies ditetapkan jadi capres suara di dapilnya akan bedol desa dan itu bisa membuatnya ke kesulitan lolos ke Senayan,",0,negatif
1045,Setujukah @aniesbaswedan  di kolab sama petugas partai di pilpres 24,0,negatif
1046,Wes wes... jangan banyak muncul di media ini bapak... malah tambah terpuruk wajahmu berbicara dibelakang tabir saja biar kami bisa mencerna maksut dan gagasan bapak ttg andai jd RI. I,0,negatif
1047,"Video terakhir tuh acara Najwa ada Bapak Rizal Kamil sebelah kirinya Bpk Ganjar Pranowo sebelah kanan Bapak Anies Baswedan
Mereka disuruh Najwa joged tok tok semua
Wkwkwk...jadi orang yg adil jangan berat sebelah kalau udah ga suka sama orang",1,positif
1048,"Menurut ane sih mending ikutin saran sohib ane @aniesbaswedan , parkir air itu solusi yg solutip. Cobalah parkirkan air di jalan protokol maupun jalan kompleks yg macet, niscaya polusi hilang😁",1,positif
1049,"Gampang bro coba aja lo bikin deklarasi dan relawan Ade Armdando dukung Anies Baswedan, nanti lo bakal tau reaksi dari PSI apa…",0,negatif
1050,Aamiin Ya Rabbal 'Aalamiin. Semoga Pak Anies ditaqdirkan Memimpin Negara Indonesia tahun Depan.,1,positif
1051,"Anies Baswedan Bertemu Surya Paloh dan Tim 8, Bahas Cawapres? #TempoNasional https://t.co/R0w5LsRddH",2,neutral
1052,kasihan.banget pak otakmu kok goblok mentang  mentang tiap Hari mbokep  sama ijazah palsu,0,negatif
1053,"https://t.co/Qmox9fwwHp

Mau lagi? Stok banyak bro",0,negatif
1054,"klo ini yg dinamakan antek asing Bukan  ya  Drun ????
@PKSejahtera 
@aniesbaswedan",0,negatif
1055,"aku heran sama pemjuja ahox. pdahal tinggal dibandingkan aja jumlah penbgaduan di era ahox vs jumlah pengaduan di era anies via JAKI.
Bandingkan juga persentase penyelesaian pengaduan.

Kalau mau fair jelas jauh lah menang Anies.

Dikasih enak bisa ngaduin lewat rebahan via JAKI",0,negatif
1056,Bukan pembodohan tapi orangnya mungkin bodoh juga. Tong kosong ...... bunyinya.,0,negatif
1057,"Yaelah, calon lain diundang BEM UI aja gk ada tanggapan bahkan ada yang nolak. 
Emang cuma Anies yg berani debat/diskusi bersama warga. Calon lain gk punya gagasan dan penakut",1,positif
1058,Masyarakat Dayak bersama Pak @aniesbaswedan 👍🏻👌,1,positif
1059,"definisi ""kerja"" bagi seorang presiden menurutmu apa mas?",0,negatif
1060,"Tenaaang, tenang , nanti pasti di share pasca 2024, anies menjabat , masalah selesai segera",1,positif
1061,Masyarakat Badui Dalam dan Luar bersama Pak @aniesbaswedan 👍🏻👌,1,positif
1062,"Bahkan Si Ayah saat ini sudah mulai ikutan bicara ""mensuriahkan"" . Kali ini kalam konteks yg lebih luas lagi. Yaitu nasional",0,negatif
1063,Iya sih kan emang survei bhwa pak @aniesbaswedan selalu di urutan no.3 di semua lembaga survei yaah santai ajalah jgn takut bagi kami rakyat yg pntg di tpt-tps kami relawan Anis adalah saksi dan kami kawal terus 1 X 24 jam suara itu sampai tahapan pemilu selesai.,0,negatif
1064,Jangan sebarkan berita bohong @narkosun buktinya pak @aniesbaswedan lah yang paling jujur bersih di percaya oleh masyarakat dan bebas korupsi..,0,negatif
1065,"Kalau Kristen tolol macam kau, sudah benar itu.",0,negatif
1066,"Nih biar lu gak tolol lagi.

https://t.co/hL7Uerd5Qm",0,negatif
1067,Yg suka pukul2 meja yg dlu disumbang sma msyarakat. 🤣🤣🤣🤣🤣. Mau perubahan ya pilih Anies Baswedan bukan yg lain🙏🙏🙏🙏🙏,1,positif
1068,Yakin problem nya dah dipetakan oleh pak @aniesbaswedan . Share dunk,1,positif
1069,"Dari hitungan dan - tanda alam - bintang dilangit, sdh jelas akan ada pergantian rezim - 10 tahun kedepan akan ada penguasa baru wk wk wk 😁😁 @ganjarpranowo @prabowo @aniesbaswedan @Miduk17 @adearmando61",0,negatif
